id_mun,cobertura_prog_hambre,cobertura_programas,cobertura_prog_hambre_y_leche
24036,0.14401059,0.21336862,0.15261416
24037,0.44912091,0.54185468,0.45546132
24038,0.24338153,0.30055618,0.24738598
24039,0.34964466,0.44812182,0.35492384
24040,0.19075273,0.26245254,0.1909761
24041,0.44075957,0.50013375,0.44543996
24042,0.18898551,0.24057971,0.18956521
24043,0.3548387,0.47004607,0.36059907
24044,0.17658931,0.26236126,0.18567105
24045,0.2627852,0.35523209,0.28520849
24046,0.05026678,0.058129739,0.0505476
24047,0.093871765,0.12398158,0.094934464
24048,0.17715618,0.18648018,0.18648018
24049,0.22255424,0.35169548,0.25438482
24050,0.18368995,0.25743508,0.18988024
24051,0.23044097,0.27738264,0.23257469
24052,0.23519009,0.32272324,0.25110522
24053,0.14137162,0.19844021,0.14496163
24054,0.50972658,0.59723246,0.5146066
24055,0.11150209,0.12645701,0.11238179
24056,0.21587643,0.31537357,0.23527299
24057,0.414197,0.4849157,0.41889974
24058,0.22763465,0.25105387,0.22950819
25001,0.510423,0.68860316,0.53134513
25002,0.33903983,0.41756606,0.35727578
25003,0.20226917,0.28129891,0.21302816
25004,0.13087492,0.19884309,0.13376717
25005,0.42035601,0.49748972,0.43130991
25006,0.48206049,0.6879378,0.51674354
25007,0.24119969,0.29123914,0.24435675
25008,0.21314864,0.266074,0.21728344
25009,0.1884858,0.28627759,0.19479495
25010,0.2362822,0.41276595,0.2531915
25011,0.34532291,0.45699391,0.35609615
25012,0.10138455,0.29307726,0.13666816
25013,0.23245849,0.41590786,0.24906267
25014,0.13156343,0.21160275,0.13746312
25015,0.35239771,0.62604487,0.4016718
25016,0.20091064,0.32384747,0.20489471
25017,0.21567371,0.28749377,0.22229341
25018,0.54856616,0.92321926,0.64717853
26001,0.51298702,0.57792211,0.51298702
26002,0.38083103,0.4110153,0.38083103
26003,0.26695684,0.32607907,0.28073993
26004,1.3892473,1.4602151,1.3978494
26005,0.15555556,0.16666667,0.15555556
26006,0.11,0.145,0.11
26007,0.19047619,0.23809524,0.19047619
26008,0.54330707,0.57480317,0.54330707
26009,0.25,0.29166666,0.25
26010,0.1491228,0.1491228,0.1491228
26011,0.23404256,0.38297874,0.23404256
26012,0.58848315,0.68469101,0.60674155
26013,0.058139537,0.1627907,0.058139537
26014,0.45522389,0.50746268,0.46268657
26015,0.23484848,0.2651515,0.23484848
26016,0.79457366,0.91085273,0.79457366
26017,0.76743054,0.85689908,0.77718186
26018,0.8736701,1.0493751,0.91633093
26019,0.26762116,0.41960353,0.26762116
26020,0.4224138,0.46839079,0.4224138
26021,1,1.1829268,1
26022,0.061728396,0.13580246,0.061728396
26023,0.46218488,0.53781515,0.46218488
26024,0.2647059,0.32352942,0.2647059
26025,0.43865031,0.52338958,0.45973927
26026,0.49054098,0.61301029,0.51753515
26027,0.56223178,0.59227467,0.56223178
26028,0.61538464,0.73076922,0.61538464
26029,0.55328745,0.64075482,0.56444341
26030,0.24859805,0.4166998,0.28829426
26031,0.046979867,0.046979867,0.046979867
26032,0.16666667,0.16666667,0.16666667
26033,0.28238678,0.35541946,0.29491463
26034,1.5,1.5,1.5
26035,0.74529666,0.80318379,0.7496382
26036,0.30428672,0.41110331,0.31623331
26037,0.2857143,0.5714286,0.2857143
26038,0.73076922,1.1410257,0.73076922
26039,1.3177258,1.3712375,1.3177258
26040,0.11538462,0.19711539,0.11538462
26041,0.54574132,0.79810727,0.54574132
26042,0.32963151,0.40656233,0.33891973
26043,0.32386121,0.35121328,0.33045977
26044,1.8947369,1.8947369,1.8947369
26045,0.18729097,0.26421404,0.18729097
26046,0.050000001,0.050000001,0.050000001
26047,0.33156499,0.37931034,0.33421752
26048,0.47015536,0.52875441,0.4704279
26049,0.78988326,0.94941634,0.79766536
26050,0.3773585,0.53773582,0.39622641
26051,0.39826086,0.45217392,0.40521738
26052,0.33640552,0.36175114,0.33640552
26053,0.83333331,0.83333331,0.83333331
26054,0.23076923,0.23076923,0.23076923
26055,0.55563998,0.59146726,0.55690593
26056,0.30684501,0.50590086,0.31471282
26057,0.64102566,0.74358976,0.64102566
26058,1.4936171,1.7957447,1.5063829
26059,0.15981735,0.24657534,0.15981735
26060,0.35741445,0.40304184,0.35741445
26061,0.9285714,0.9464286,0.9285714
26062,1.1617647,1.1911764,1.1617647
26063,0.29545453,0.40909091,0.29545453
26064,0.54037267,0.62111801,0.54037267
26065,0.2754491,0.43113771,0.2754491
26066,0.36996338,0.5750916,0.36996338
26067,0.23529412,0.23529412,0.23529412
26068,0.48387095,0.51612902,0.48387095
26069,0.30215827,0.35539567,0.30215827
26070,0.4705596,0.49051094,0.4705596
26071,0.31347236,0.36246276,0.31678253
26072,0.44225481,0.50320804,0.44317141
27001,0.40194869,0.46891958,0.40256536
27002,0.61044174,0.72313797,0.63081777
27003,0.45878702,0.56321579,0.47102961
27004,0.72407258,0.95992416,0.75463712
27005,0.48989129,0.62447333,0.52543992
27006,0.93402779,1.1764661,0.97060186
27007,0.42879915,0.5526036,0.42879915
27008,0.59300697,0.7217133,0.61045456
27009,0.8050276,1.0331085,0.85438383
27010,0.32168552,0.39645427,0.33851489
27011,0.41359839,0.50056469,0.41495368
27012,0.61274588,0.79672343,0.62197125
27013,0.37100399,0.65322179,0.40734264
27014,0.18026528,0.3960008,0.20387861
27015,0.22671171,0.37105367,0.23645577
27016,0.21964218,0.29158735,0.22268748
27017,0.50342047,0.57042623,0.50482374
28001,0.34298301,0.38388923,0.35242289
28002,0.26901743,0.36925516,0.26941362
28003,0.75318474,0.85382164,0.77547771
28004,0.40163934,0.54426229,0.4180328
28005,0.20185924,0.22576362,0.20185924
28006,0.2665655,0.35508347,0.27263531
28007,2.7438524,2.8770492,2.7438524
28008,0.16290481,0.19921492,0.16486752
28009,0.41387314,0.55479628,0.43849921
28010,0.077262692,0.086092718,0.077262692
28011,0.15524361,0.18001652,0.15524361
28012,0.18155259,0.29403171,0.19991653
28013,0.08767657,0.10082806,0.088650756
28014,1.7468355,2.392405,1.7468355
28015,1.7188553,1.8013468,1.7188553
28016,0.16891134,0.19304153,0.17283951
28017,0.24101028,0.32534248,0.24143836
28018,0.31034482,0.56426334,0.34169278
28019,0.20327219,0.27714428,0.20475954
28020,0.036144577,0.066265061,0.036144577
28021,0.26272354,0.33218706,0.26730856
28022,1.2547667,1.3112141,1.256969
28023,0.14568345,0.16906475,0.14568345
28024,0.45454547,0.45454547,0.45454547
28025,1.7439491,1.8305732,1.7439491
28026,0.20774648,0.27230048,0.21126761
28027,1.8917013,1.9777849,1.8958668
28028,0.55162239,0.66076696,0.56637168
28029,0.28195488,0.375,0.28853384
28030,0.23318386,0.28475335,0.23991032
28031,0.14847161,0.23144105,0.15720524
28032,1.7073295,1.7920969,1.7102613
28033,0.99143988,1.0347515,0.99220645
28034,0.19431643,0.24654378,0.19738863
28035,0.16727845,0.29977277,0.18493271
28036,0.12149533,0.15264797,0.1246106
28037,0.21140473,0.27155772,0.21870653
28038,0.19929735,0.31140211,0.21798147
28039,0.13700306,0.23037717,0.15147808
28040,1.6390741,1.7085131,1.6429973
28041,0.28112349,0.54364878,0.32312754
28042,0.10416666,0.1125,0.10625
28043,0.77457798,1.1370407,0.8023833
29001,0.74752474,0.89603961,0.7772277
29002,0.13065326,0.22613065,0.14237855
29003,0.33724341,0.42961878,0.34750733
29004,0.20122974,0.29346004,0.2040246
29005,0.22954136,0.34060252,0.25809354
29006,0.94278353,1.1469072,0.98814434
29007,0.3904894,0.50676847,0.41686913
29008,0.41688889,0.58399999,0.43822223
29009,0.22109534,0.35294119,0.24340771
29010,0.25744352,0.34342915,0.27695072
29011,0.58503401,0.82993197,0.62585032
29012,0.1845855,0.32124352,0.20595855
29013,0.44562957,0.65868884,0.48517171
29014,0.13860759,0.25759494,0.16075949
29015,0.16317584,0.30686799,0.20603994
29016,0.86852592,1.501992,1.0079681
29017,0.09375,0.17652027,0.11570946
29018,0.28854313,0.42809996,0.31730315
29019,0.21799308,0.33425605,0.25190312
29020,0.74038464,1.1653847,0.85192305
29021,0.6341213,0.98252827,0.78417265
29022,0.31597221,0.42708334,0.37152779
29023,0.11275665,0.16088858,0.12218108
29024,0.25212947,0.36541739,0.28194207
29025,0.20831807,0.31943935,0.23021254
29026,0.48631841,0.6449005,0.51741296
29027,0.049234137,0.098468274,0.054704595
29028,0.32282713,0.48471823,0.37344795
29029,0.1472754,0.24447717,0.16936672
29030,0.25546977,0.38288289,0.26962677
29031,0.59486055,0.74084198,0.62383819
29032,0.13140312,0.21603563,0.13363029
29033,0.26333952,0.39660206,0.29015133
29034,0.15195554,0.23552041,0.16670229
29035,0.41990292,0.66262138,0.49271846
29036,0.60194176,0.79611653,0.63300973
29037,0.28397566,0.37170386,0.30527383
29038,0.33228841,0.38244513,0.33777431
29039,0.2619167,0.43652785,0.3110888
29040,0.073548384,0.13806452,0.096774191
29041,0.14934565,0.26943803,0.19553503
29042,0.27827647,0.41292641,0.32136446
29043,0.82120138,1.0028268,0.88056535
29044,0.18938053,0.27292034,0.21769911
29045,0.17721519,0.25316456,0.19746836
29046,0.3566879,0.60721868,0.36093417
29047,0.20384616,0.31538463,0.21153846
29048,0.14973262,0.23903744,0.16951871
29049,0.42348754,0.57651246,0.43060499
29050,0.15816326,0.25127551,0.17984694
29051,0.63492066,0.75132275,0.67724866
29052,0.21081081,0.40810812,0.22027028
29053,0.2740047,0.50468385,0.2974239
29054,1.251121,1.4215246,1.2869955
29055,0.53846157,0.6769231,0.55384618
29056,0.26822916,0.39453125,0.27864584
29057,0.046341464,0.080487803,0.053658538
29058,0.47308782,0.61473089,0.49008498
29059,0.10731708,0.26341462,0.13414635
29060,0.05820106,0.14285715,0.081128746
30001,0.31822759,0.43605235,0.31822759
30002,0.27823693,0.33057851,0.28925619
30003,0.24043766,0.28854325,0.2526449
30004,0.64584893,0.86050862,0.67427075
30005,0.1875,0.34999999,0.1875
30006,0.15016258,0.2101685,0.16819391
30007,0.69084823,0.84598213,0.69084823
30008,0.21469817,0.38845146,0.22887139
30009,0.46678445,0.55441695,0.480212
30010,0.40916598,0.460673,0.41804293
30011,0.18512185,0.23792219,0.19324498
30012,0.19695194,0.33997655,0.2063306
30013,0.45344618,0.55018139,0.45344618
30014,0.62495947,0.72350079,0.63792545
30015,0.24292262,0.41008359,0.26637909
30016,0.969697,1.2530303,1
30017,0.33695653,0.43115941,0.35869566
30018,0.54389316,0.65267175,0.55725193
30019,0.62364697,0.69109076,0.62364697
30020,0.57027942,0.62277728,0.57070279
30021,0.22508793,0.35834309,0.23837437
30022,0.13437703,0.18851924,0.14253098
30023,0.43913844,0.52486891,0.45585942
30024,0.19043152,0.22795497,0.19824891
30025,0.14896266,0.18921162,0.15705395
30026,0.52453738,0.64601767,0.58165729
30027,0.19366582,0.21168548,0.195668
30028,0.30953678,0.38655767,0.33514985
30029,0.35176915,0.37822053,0.35417381
30030,0.82279533,1.0232946,0.88435942
30031,0.16712898,0.25485438,0.19625521
30032,0.19986434,0.28532669,0.2059688
30033,0.079607412,0.19465649,0.096510358
30034,0.15696649,0.19576719,0.15873016
30035,0.074142158,0.093137257,0.074142158
30036,0.41434598,0.57890296,0.42531645
30037,0.2109434,0.31962264,0.23773585
30038,0.5585196,0.73996633,0.57125694
30039,0.36383501,0.43738049,0.38787216
30040,0.13773315,0.26140603,0.15351507
30041,0.99072355,1.0408163,1.0037106
30042,0.2440239,0.30478087,0.24501993
30043,0.16075808,0.28405797,0.18149386
30044,0.78437263,0.9398948,0.8231405
30045,0.20553111,0.26335639,0.20930232
30046,0.18875928,0.24036762,0.19653589
30047,0.23925845,0.26390404,0.24225736
30048,0.37197968,0.43119362,0.38400912
30049,0.11552795,0.18550725,0.12960662
30050,0.18758816,0.37038082,0.21495064
30051,0.25421658,0.34979221,0.27010512
30052,0.50332004,0.58366531,0.52523237
30053,0.47607654,0.66985649,0.51339716
30054,0.22373949,0.28991598,0.22689076
30055,0.37154767,0.55758208,0.38040647
30056,0.39936608,0.46909666,0.40015846
30057,0.029857397,0.03654189,0.029857397
30058,0.13948339,0.17435424,0.14520295
30059,0.3543759,0.47847921,0.37661406
30060,0.062624648,0.082967691,0.062624648
30061,0.14789219,0.17321552,0.15085398
30062,0.3872757,0.4101142,0.39021206
30063,0.056566652,0.07525824,0.056566652
30064,0.052465897,0.14060861,0.079748161
30065,0.55931658,0.74306899,0.59509993
30066,0.096854821,0.24724016,0.11664236
30067,0.9530279,1.0566556,0.96155512
30068,0.44566929,0.54960632,0.47622046
30069,0.21748401,0.29371002,0.2228145
30070,0.23538923,0.27974129,0.23538923
30071,0.47345489,0.62836856,0.48991448
30072,0.057830572,0.088777743,0.065332919
30073,0.1715505,0.2685633,0.17339972
30074,0.58674467,0.68226123,0.62573099
30075,0.21185286,0.23841962,0.21696185
30076,0.3864783,0.42558023,0.38925329
30077,0.30932641,0.38937825,0.31476685
30078,0.045772187,0.11809923,0.047868624
30079,0.066125289,0.10034803,0.066125289
30080,0.29367328,0.37983948,0.31114259
30081,0.14270444,0.19241047,0.14430785
30082,0.21428572,0.30127299,0.21923621
30083,0.33057514,0.36774281,0.334102
30084,0.16809116,0.18660969,0.16809116
30085,0.47114286,0.61285716,0.49285713
30086,0.19529159,0.21575709,0.20238096
30087,0.47137859,0.55139905,0.50460672
30088,0.18066157,0.26081425,0.18066157
30089,0.28873238,0.33251685,0.29026332
30090,0.41325811,0.52327222,0.41466856
30091,0.1851211,0.24468611,0.18858132
30092,0.262364,0.35880315,0.26483679
30093,0.58149314,0.86855942,0.64353311
30094,0.15690777,0.29946423,0.15977803
30095,0.31642896,0.4241944,0.32593766
30096,0.26946107,0.58083832,0.26946107
30097,0.26425341,0.36561087,0.2923077
30098,0.15734266,0.18531469,0.15909091
30099,0.58026206,0.68550366,0.60892713
30100,0.43889192,0.56273764,0.44323736
30101,0.19798416,0.25961122,0.21641469
30102,0.46212447,0.5429064,0.47276124
30103,0.61681372,0.69112867,0.62401301
30104,0.39486519,0.4465003,0.39759037
30105,0.24727058,0.31543228,0.26822072
30106,0.15915494,0.21690141,0.16056338
30107,0.16016151,0.18034993,0.1615074
30108,0.32689458,0.36209041,0.33317533
30109,0.20685579,0.28092986,0.21250328
30110,0.53834677,0.59832883,0.54192775
30111,0.19368421,0.22400001,0.19578947
30112,0.55215126,0.67861801,0.60625815
30113,0.24365482,0.35228425,0.26903552
30114,0.22860636,0.31662592,0.22982885
30115,0.28527293,0.36560246,0.31359422
30116,0.42424244,0.49494949,0.43001443
30117,0.31126937,0.35986593,0.32132384
30118,0.60665894,1.0991095,0.68021679
30119,0.25829384,0.40284359,0.30568719
30120,0.026566217,0.059080094,0.030134814
30121,0.087023787,0.16476503,0.10230129
30122,0.14459333,0.29448426,0.14459333
30123,0.19817682,0.30019981,0.2002997
30124,0.21013603,0.26352811,0.23403534
30125,0.62599683,0.70733654,0.63556617
30126,0.36506277,0.43619248,0.36506277
30127,0.70591527,0.80444115,0.71897739
30128,0.4775289,0.61649311,0.52218574
30129,0.61992884,0.76120996,0.62633455
30130,0.30098337,0.34113792,0.30191994
30131,0.1358351,0.23921776,0.19767442
30132,0.22936971,0.31416506,0.23001949
30133,0.13131534,0.20557491,0.13175087
30134,0.13724434,0.20990312,0.14424112
30135,0.15412621,0.22815534,0.16292475
30136,0.29479769,0.46098265,0.29479769
30137,0.4573991,0.51121074,0.46337819
30138,0.73783588,1.0159768,0.84749454
30139,0.59790212,0.79020977,0.6258741
30140,0.014112903,0.016129032,0.016129032
30141,0.3593083,0.46421143,0.37331727
30142,0.14756542,0.24494866,0.15071216
30143,0.27115282,0.33328927,0.2730037
30144,0.076846637,0.1464061,0.087446176
30145,0.36287799,0.5130344,0.36704901
30146,0.19060774,0.26657459,0.19198895
30147,0.13970913,0.17908035,0.14073747
30148,0.58224225,0.68166941,0.58551556
30149,0.21263815,0.23145923,0.21359923
30150,0.10781933,0.12287518,0.10781933
30151,0.2728532,0.33795014,0.28116342
30152,0.11419142,0.1630363,0.11419142
30153,0.053385418,0.0859375,0.053385418
30154,0.047536232,0.063768119,0.047536232
30155,0.37704656,0.40552717,0.37809244
30156,0.18276973,0.22383253,0.18599033
30157,0.069385074,0.099309437,0.072673462
30158,0.097994991,0.13984962,0.11052632
30159,0.89484638,0.94222152,0.89772725
30160,0.19347689,0.23770319,0.20788474
30161,0.19261214,0.29639402,0.19598359
30162,0.091718614,0.16740872,0.11487088
30163,0.11652794,0.14149822,0.11652794
30164,0.380041,0.61585784,0.42105263
30165,0.31455168,0.46006858,0.33561981
30166,0.29668781,0.40591967,0.30514446
30167,0.049905244,0.071383446,0.052747946
30168,0.48379233,0.53424323,0.49256641
30169,0.13766164,0.18292026,0.14143319
30170,0.021294022,0.04954955,0.023341523
30171,0.33524683,0.38231918,0.34902412
30172,0.21769121,0.32379794,0.23392169
30173,0.5314225,0.59613675,0.54201531
30174,0.46860781,0.65586895,0.48535031
30175,0.10729728,0.16410564,0.14215393
30176,0.33754513,0.37184116,0.33754513
30177,0.077961676,0.1141115,0.077961676
30178,0.19473684,0.24436091,0.19699249
30179,0.45648313,0.54351687,0.49023092
30180,0.067947514,0.10356139,0.069821931
30181,0.35972133,0.43033564,0.3651045
30182,0.32101911,0.37006369,0.33312103
30183,0.22114465,0.42302963,0.24805355
30184,0.075403951,0.096947938,0.079593055
30185,0.43442622,0.49590164,0.43442622
30186,0.26960784,0.50980395,0.27450982
30187,0.18577075,0.29249012,0.18972331
30188,0.11323376,0.12608545,0.11497048
30189,0.1935387,0.25552216,0.22569497
30190,0.56284153,0.92349726,0.56284153
30191,0.414823,0.60619467,0.43473452
30192,0.47857141,0.68071431,0.47999999
30193,0.37462088,0.47314897,0.41378233
30194,0.096054889,0.11320755,0.10034306
30195,0.31217712,0.34538746,0.31365314
30196,0.37201366,0.46843004,0.39761093
30197,0.26027396,0.31735161,0.26426941
30198,0.041666668,0.084595956,0.053030305
30199,0.075284094,0.079190344,0.075284094
30200,0.282767,0.35072815,0.28883496
30201,0.39199591,0.45908159,0.40277064
30202,0.33583912,0.37850028,0.33865815
30203,0.061318208,0.12344678,0.070232309
30204,0.23930964,0.30577022,0.248068
30205,0.052554745,0.12798053,0.054014597
30206,0.4557662,0.95418644,0.47156399
30207,0.24862143,0.33301365,0.25341645
30208,0.12689295,0.20156658,0.16240209
30209,0.21770421,0.28319541,0.22094278
30210,0.27390218,0.43794978,0.2755177
30211,0.29243624,0.3460862,0.29287598
30212,0.079244412,0.17991246,0.086385623
31001,0.79310346,1.0893416,0.80721003
31002,0.26746988,0.31646585,0.27791163
31003,0.19033675,0.2796486,0.20204978
31004,0.26650944,0.49056605,0.2995283
31005,0.43846154,0.7846154,0.47692308
31006,0.37555066,0.62885463,0.42400882
31007,1.1762295,1.6885246,1.2991803
31008,0.024096385,0.040963855,0.024096385
31009,0.69333333,0.76222223,0.71333331
31010,0.79475981,1,0.82532752
31011,0.20987654,0.55908287,0.25749558
31012,0.5143885,0.71942449,0.58273381
31013,0.38964579,0.57220709,0.42234331
31014,0.62043798,0.70072991,0.62043798
31015,0.20696326,0.28820115,0.23984526
31016,0.2034384,0.3381089,0.23495702
31017,0.26881722,0.36774194,0.27311829
31018,0.14134276,0.22968198,0.14134276
31019,0.50039059,0.55350727,0.50085926
31020,0.24271844,0.47249192,0.28478965
31021,0.31300813,0.39532521,0.32317072
31022,0.46200243,0.63811821,0.51990348
31023,0.057971016,0.13526569,0.07004831
31024,0.064690024,0.10242587,0.075471699
31025,0.12152778,0.16319445,0.13715278
31026,0.42616034,0.59915614,0.4556962
31027,0.25870648,0.41293532,0.27363184
31028,0.25,0.52499998,0.25999999
31029,0.12650603,0.26907632,0.15662651
31030,0.3119266,0.37385321,0.31651375
31031,0.65497077,0.84502923,0.67836255
31032,0.29136539,0.4002552,0.30284986
31033,0.17887822,0.24456796,0.18292066
31034,0.16595136,0.22031474,0.17739628
31035,0.26404494,0.46254683,0.28277153
31036,0.41653904,0.59571213,0.44257274
31037,0.11565837,0.2935943,0.17081851
31038,0.091645077,0.17454663,0.10265544
31039,0.35416666,0.7410714,0.43154761
31040,0.18852027,0.29383886,0.19325961
31041,0.13711618,0.20418848,0.15055893
31042,0.11859444,0.15226939,0.13030747
31043,0.31797236,0.40552995,0.32258064
31044,0.14023592,0.21756226,0.1559633
31045,0.20930232,0.31782946,0.20930232
31046,0.70408165,0.94897962,0.73809522
31047,0.87944359,1.0710974,0.89335394
31048,0.1455774,0.1891892,0.14619164
31049,0.56615382,0.69692308,0.59384614
31050,0.29384419,0.44380295,0.31671292
31051,0.35955057,1.3707865,0.51685393
31052,0.3441807,0.45903522,0.34915772
31053,0.087800369,0.21256931,0.098890945
31054,1.2236842,1.6315789,1.25
31055,0.30496454,0.45744681,0.32624114
31056,0.09968847,0.16277258,0.10903427
31057,0.2,0.28682169,0.22170542
31058,0.70081532,0.76745832,0.71357673
31059,0.36733454,0.66848814,0.3885853
31060,0.01923077,0.057692308,0.01923077
31061,0.23931624,0.65811968,0.23931624
31062,0.30503979,0.42440319,0.32360741
31063,0.32238194,0.50102669,0.36755648
31064,1.5338984,1.8983051,1.5423728
31065,0.55223882,0.89552242,0.56716418
31066,0.39408866,0.62561578,0.43103448
31067,0.1163522,0.23060797,0.14779875
31068,0.35470086,0.52564102,0.38034189
31069,0.1956912,0.26660681,0.19748653
31070,0.42061281,0.56824511,0.44568247
31071,0.6606335,0.90497738,0.71493214
31072,0.28,0.34400001,0.28
31073,1.1748466,1.3108385,1.1840491
31074,0.35148516,0.86633664,0.46039605
31075,0.21103582,0.27395934,0.21878025
31076,0.44733241,0.61491108,0.4514364
31077,0.43514645,0.63179916,0.44351465
31078,0.20401338,0.47826087,0.2374582
31079,0.19846763,0.32130501,0.21774592
31080,0.10671937,0.21541502,0.12747036
31081,0.53684211,0.68070173,0.53684211
31082,0.13636364,0.47474748,0.20707071
31083,0.80000001,0.95384616,0.80000001
31084,0.27229488,0.35790727,0.2841855
31085,0.35351229,0.43517989,0.36550543
31086,0.47878787,0.84848487,0.4909091
31087,0.22947761,0.375,0.24067163
31088,0.25882354,0.40588236,0.25882354
31089,0.64984709,0.73853213,0.65022933
31090,0.24781342,0.37755102,0.24781342
31091,0.14333895,0.22428331,0.15430017
31092,0.36354274,0.44284242,0.37178168
31093,0.26322579,0.38451612,0.26322579
31094,0.37016574,0.49539596,0.39779004
31095,0.16666667,0.28181818,0.17878787
31096,0.19729729,0.24144144,0.1993565
31097,0.41909814,0.53846157,0.44297081
31098,0.2053185,0.26592454,0.21150278
31099,0.31375358,0.37822351,0.32808024
31100,0.28899083,0.46330276,0.29357797
31101,0.19471097,0.23566581,0.2007957
31102,0.4170976,0.51105732,0.42446914
31103,0.22766571,0.34870318,0.24783862
31104,0.1906293,0.23794213,0.19108866
31105,0.35746607,0.40723982,0.35746607
31106,0.15662651,0.18072289,0.15662651
32001,2.3155339,2.8203883,2.4854369
32002,0.49369746,0.57983196,0.51260507
32003,0.74285716,1,0.77142859
32004,0.26851851,0.42592594,0.33950618
32005,0.54465896,0.66409266,0.59073359
32006,0.90931678,1.0074534,0.91801244
32007,1.0504065,1.1463414,1.0634147
32008,1.1506352,1.2177858,1.1633394
32009,0.69777399,0.76027399,0.71061641
32010,0.95581925,1.1602306,0.99986589
32011,1.6456693,2.3543308,1.8188976
32012,0.26848048,0.41991785,0.31262833
32013,0.40458015,0.48396948,0.43816793
32014,0.38259667,0.43453038,0.38480663
32015,2.5813954,4.139535,3.7674417
32016,0.46143156,0.56601804,0.49722028
32017,0.8559258,1.1575161,0.95248014
32018,1.5800866,1.8398268,1.6320347
32019,1.3875464,1.6189591,1.4479554
32020,0.98548722,1.142709,1.0224602
32021,0.11734694,0.14941691,0.12755102
32022,0.55562347,0.7866748,0.60819072
32023,13.253333,15.16,13.613334
32024,0.59800857,0.68410778,0.61069894
32025,1.5257049,1.7562189,1.5936981
32026,0.15269828,0.19664758,0.15535568
32027,0.38095239,0.53209108,0.40786749
32028,1.54,2.2866666,1.9533334
32029,0.39774293,0.4954583,0.41646022
32030,1.8979592,2.8061225,2.1530612
32031,2.1157408,2.5,2.1643519
32032,1.2576832,1.7163121,1.4160757
32033,3.7394958,4.647059,3.8739495
32034,0.66612643,0.74662346,0.6796326
32035,0.24097627,0.2784462,0.24922654
32036,0.52616769,0.65259802,0.57568938
32037,0.4861432,0.60623556,0.53233254
32038,0.48967111,0.61674994,0.511895
32039,0.71578318,0.82689428,0.73824501
32040,0.43462896,0.5017668,0.4499411
32041,0.77427185,0.94902915,0.85679615
32042,0.54102659,0.76639193,0.61446232
32043,1.5113636,1.5568181,1.5113636
32044,1.3417583,1.6417582,1.4164835
32045,1.3814102,1.5961539,1.4583334
32046,1.2529833,1.3579953,1.2625299
32047,2.3586206,2.7793102,2.4344828
32048,0.52278435,0.60243988,0.53606027
32049,0.69024503,0.8240869,0.70226538
32050,0.70490092,0.90302396,0.76433784
32051,0.4925026,0.71044469,0.56747675
32052,0.47887325,0.53861099,0.49344343
32053,0.83567774,0.93797952,0.86381072
32054,0.35482395,0.44901693,0.38271606
32055,1.2993667,1.5158319,1.3500288
32056,0.84531093,1.1116208,0.91972476
32057,0.7697553,0.90413159,0.81387883
32058,1.0209424,1.1675392,1.052356
20008,,,
20106,,,
20147,,,
20191,,,
20267,,,
20479,,,
20538,,,
20556,,,
